TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19821204,25.208,24.111,0.549,26.217,1.341,134.243,419.791,2.229,98.491,10.945,0.792
19821205,25.416,24.342,1.079,26.405,1.76,168.697,419.83,3.012,98.441,13.092,1.212
19821206,25.117,24.12,0.817,26.035,1.243,130.563,419.371,2.441,98.541,8.217,1.172
19821207,24.852,23.722,0.972,25.891,1.794,119.382,422.756,2.579,98.602,13.365,0.515
19821208,24.957,23.701,1.027,26.112,2.203,147.679,417.888,3.608,98.703,3.724,0.631
19821209,24.826,23.424,0.389,26.116,2.614,161.974,421.326,2.847,98.747,3.677,0.743
19821210,25.851,24.256,1.374,27.319,2.622,170.231,417.692,4.548,98.655,1.414,0.859
19821211,25.932,24.566,1.246,27.188,2.161,190.57,414.632,4.207,98.566,0.524,1.181
19821212,26.276,24.765,1.094,27.665,1.738,165.992,417.739,3.69,98.468,6.859,1.039
19821213,25.853,24.468,1.076,27.128,2.566,157.122,415.818,4.022,98.447,9.33,0.913
19821214,25.839,24.625,1.6,26.956,2.489,145.644,421.05,3.779,98.481,5.134,1.378
19821215,26.569,24.864,0.886,28.137,2.328,202.689,417.62,5.607,98.55,1.319,1.418
19821216,26.059,24.886,0.956,27.138,1.932,154.263,421.823,3.243,98.552,5.532,0.978
19821217,24.973,24.264,0.494,25.626,1.234,160.549,416.633,2.283,98.539,14.204,0.907
19821218,26.821,25.004,1.462,28.493,2.183,180.417,422.17,5.074,98.496,10.341,1.232
19821219,25.202,23.955,0.699,26.349,1.809,154.642,422.427,3.891,98.603,11.418,1.522
19821220,25.556,24.128,1.059,26.869,1.913,138.051,423.229,2.543,98.756,19.202,0.874
19821221,25.389,24.271,0.837,26.417,1.573,143.729,423.019,2.36,98.774,11.716,0.744
19821222,25.993,24.415,1.268,27.446,2.521,187.978,420.684,3.87,98.687,4.612,1.322
19821223,26.268,24.674,1.196,27.734,2.226,195.465,415.16,4.834,98.566,1.694,1.623
19821224,26.04,24.671,1.168,27.3,1.932,144.792,419.879,3.341,98.57,14.405,1.131
19821225,24.355,23.693,0.611,24.964,1.299,122.716,423.542,1.93,98.662,17.202,0.959
19821226,25.598,24.297,1.344,26.796,2.119,156.395,419.715,3.265,98.504,6.024,0.656
19821227,26.233,24.446,1.387,27.745,2.804,179.182,421.547,4.856,98.452,7.183,0.948
19821228,25.612,24.219,0.776,26.791,2.3,124.916,419.023,1.968,98.564,19.147,0.848
19821229,24.926,23.773,0.687,25.902,1.031,131.242,420.64,1.942,98.635,11.234,0.9
19821230,25.245,24.054,0.868,26.252,2.513,153.324,422.364,3.197,98.718,9.379,1.08
19821231,25.467,24.313,1.603,26.443,1.577,143.242,417.47,3.229,98.719,11.111,0.81
19830101,25.758,24.431,1.414,26.881,2.751,207.394,417.6,4.612,98.624,0.588,0.734
19830102,26.178,24.692,1.323,27.435,2.538,203.093,419.402,4.388,98.476,3.627,1.269
19830103,26.868,25.038,1.444,28.416,2.425,196.409,423.415,5.597,98.424,4.435,1.639
19830104,25.937,24.975,0.643,26.751,1.764,160.718,424.189,3.6,98.578,14.159,0.943
19830105,24.276,23.741,0.659,24.728,0.879,64.086,427.478,0.957,98.7,29.456,0.614
19830106,25.174,24.108,1.105,26.077,1.705,123.721,424.493,2.185,98.673,15.736,0.77
19830107,25.638,24.283,0.972,26.784,2.25,145.571,421.143,3.515,98.63,2.394,1.113
19830108,25.256,23.821,0.874,26.47,2.067,157.301,421.775,3.599,98.591,2.756,0.917
19830109,25.156,24.122,1.169,26.032,1.747,154.058,419.995,2.533,98.52,12.243,0.733
19830110,26.406,24.966,2.042,27.624,2.822,174.929,424.46,4.993,98.422,1.496,0.878
19830111,27.073,25.415,1.575,28.476,2.572,190.073,419.673,5.945,98.432,3.074,1.32
19830112,26.65,24.975,0.476,28.067,2.61,215.991,420.913,5.213,98.401,0.509,1.416
19830113,26.65,25.009,1.36,28.038,2.395,211.408,424.286,5.345,98.393,1.899,1.714
19830114,26.589,25.317,0.914,27.665,2.267,147.424,423.224,3.487,98.357,4.597,1.667
19830115,27.364,25.847,1.276,28.648,2.261,162.549,425.499,6.476,98.32,1.75,1.645
19830116,25.621,25.12,0.706,26.044,0.885,127.25,421.108,2.173,98.438,13.797,0.983
19830117,25.091,24.224,0.47,25.824,1.175,150.433,423.584,2.237,98.608,7.822,0.898
19830118,25.602,24.443,0.949,26.583,1.968,172.773,424.806,3.497,98.699,9.455,0.693
19830119,26.573,25.172,1.609,27.758,2.67,187.644,419.67,4.518,98.663,5.058,0.955
19830120,26.895,25.38,1.346,28.178,2.356,176.744,422.782,4.575,98.578,4.108,1.235
19830121,27.096,25.662,1.58,28.31,2.32,172.411,420.913,4.809,98.591,5.598,1.133
19830122,27.856,26.227,1.877,29.234,2.539,184.478,427.628,5.445,98.605,3.556,0.915
19830123,26.762,25.477,1.125,27.849,1.913,170.954,430.106,4.788,98.684,3.004,0.762
19830124,27.276,25.689,0.722,28.737,2.042,193.304,425.301,4.752,98.642,3.178,1.039
19830125,26.394,25.388,1.02,27.321,1.556,163.454,426.295,3.17,98.561,7.98,0.924
19830126,27.435,25.695,1.51,29.036,2.897,205.856,429.07,6.3,98.548,2.444,1.237
19830127,26.852,25.168,0.609,28.401,2.501,214.747,422.24,5.376,98.665,0.641,1.106
19830128,27.964,25.998,1.96,29.773,2.78,218.618,424.134,7.071,98.663,0.443,1.243
19830129,28.594,26.977,1.461,30.082,2.643,231.306,415.057,9.9,98.506,0.033,1.75
19830130,28.614,26.828,1.113,30.258,2.898,224.244,418.23,10.931,98.455,0.141,1.892
19830131,28.87,26.992,2.205,30.599,3.008,244.572,416.703,12.0,98.44,0.517,1.311
19830201,28.775,26.527,1.509,30.843,3.095,229.411,420.923,10.11,98.485,0.069,1.398
19830202,25.907,25.106,0.692,26.644,0.833,115.053,424.961,3.372,98.661,12.118,1.558
19830203,27.002,25.556,1.248,28.332,2.425,199.646,422.336,5.19,98.641,3.56,0.922
19830204,26.848,25.347,0.914,28.229,2.311,209.325,422.107,4.803,98.553,4.56,0.696
19830205,25.794,24.95,0.372,26.571,0.975,155.059,418.773,2.828,98.59,12.751,0.871
19830206,25.437,24.379,0.937,26.411,1.541,150.458,423.987,3.077,98.73,8.695,0.754
19830207,26.317,25.02,1.275,27.511,2.305,131.454,424.88,4.066,98.685,1.572,0.809
19830208,27.71,26.082,1.656,29.208,2.32,236.083,417.493,7.53,98.549,0.026,1.506
19830209,28.515,26.635,1.732,30.244,2.964,229.958,416.977,10.721,98.359,0.013,1.683
19830210,28.19,26.777,1.275,29.491,2.855,230.68,407.591,11.345,98.352,0.0,2.104
19830211,27.568,25.991,1.745,29.018,2.674,261.868,399.35,8.539,98.507,0.0,1.275
19830212,27.927,26.228,1.897,29.491,2.952,232.694,412.475,8.192,98.629,0.005,1.189
19830213,27.657,25.826,1.058,29.342,2.781,211.865,422.509,8.474,98.631,0.241,1.82
19830214,27.257,25.743,1.22,28.649,2.169,169.349,423.067,5.375,98.504,2.801,1.305
19830215,27.009,25.279,1.159,28.601,2.552,167.741,427.42,4.909,98.463,4.444,1.539
19830216,27.135,25.496,1.066,28.643,2.162,181.511,428.063,5.527,98.547,4.236,1.1
19830217,25.994,24.849,0.724,27.047,1.939,115.753,431.282,2.912,98.658,15.767,1.439
19830218,25.25,24.362,0.923,26.067,1.525,133.409,429.939,2.873,98.662,16.079,1.29
19830219,26.31,25.345,1.671,27.198,1.663,147.933,424.168,3.495,98.565,9.206,0.615
19830220,26.074,25.263,1.286,26.821,1.725,148.951,427.25,3.701,98.603,4.114,1.255
19830221,26.814,25.32,1.058,28.188,2.462,211.006,429.054,4.748,98.524,5.216,1.036
19830222,24.917,24.814,0.652,25.012,0.755,59.648,428.749,1.739,98.607,41.875,1.013
19830223,24.788,24.342,0.842,25.199,0.745,119.008,427.653,1.231,98.643,17.775,0.814
19830224,26.252,24.718,1.242,27.664,2.321,185.095,425.998,4.361,98.612,7.859,1.045
19830225,26.978,25.208,1.195,28.607,2.442,195.513,427.742,5.074,98.599,4.645,1.014
19830226,26.155,24.771,0.568,27.43,2.211,168.743,426.316,3.213,98.68,8.892,0.941
19830227,26.458,24.839,1.025,27.948,2.428,178.004,426.627,3.627,98.749,9.745,0.698
19830228,27.481,25.746,1.443,29.077,2.724,213.359,426.972,5.778,98.767,6.935,1.017
19830301,28.03,26.223,1.161,29.693,2.902,209.096,430.102,6.866,98.703,0.572,1.316
19830302,28.205,26.314,1.412,29.945,3.014,225.41,424.087,6.398,98.527,4.648,1.194
19830303,27.441,25.628,0.837,29.108,2.374,221.666,424.317,4.862,98.457,10.042,1.213
19830304,26.444,25.677,0.787,27.15,2.035,125.867,431.265,3.136,98.589,13.813,0.854
19830305,26.257,25.522,1.027,26.933,1.175,128.97,431.953,2.771,98.634,12.631,0.612
19830306,27.561,25.866,1.424,29.12,2.904,182.009,429.444,5.692,98.568,4.44,0.588
19830307,27.445,25.669,0.74,29.078,2.59,200.173,429.419,5.39,98.471,3.367,1.034
19830308,27.811,26.048,1.385,29.432,2.896,205.694,428.088,6.74,98.413,1.291,1.152
19830309,26.318,25.275,0.396,27.277,1.69,125.432,432.094,2.985,98.464,19.03,1.196
19830310,25.275,24.419,0.738,26.062,2.162,121.142,430.249,2.918,98.627,19.046,0.999
19830311,25.0,24.5,0.559,25.46,1.17,116.13,428.54,2.238,98.71,11.473,0.829
19830312,25.73,24.396,1.047,26.957,1.84,183.025,426.532,3.379,98.655,6.617,0.829
19830313,26.305,24.848,1.31,27.646,1.925,156.377,427.45,4.457,98.697,11.041,1.306
19830314,24.795,24.199,0.691,25.343,1.277,85.335,425.983,2.098,98.793,16.426,1.143
19830315,25.647,24.481,0.909,26.719,1.312,160.033,424.313,2.711,98.697,11.984,0.85
19830316,26.778,25.102,1.719,28.321,2.541,167.997,425.452,5.221,98.569,1.172,0.684
19830317,27.514,25.757,1.773,29.129,2.883,217.09,426.171,6.32,98.384,0.567,0.942
19830318,28.049,25.886,0.533,30.039,2.723,205.799,428.909,6.084,98.388,9.062,1.29
19830319,26.336,25.374,0.658,27.221,1.74,164.678,431.533,2.968,98.534,15.909,1.408
19830320,25.621,24.81,0.765,26.367,1.691,93.958,425.281,2.25,98.664,20.013,1.125
19830321,26.551,24.901,1.498,28.069,2.261,173.988,425.194,5.356,98.701,3.704,1.62
19830322,27.12,25.473,1.39,28.766,2.583,183.919,422.4,5.813,98.736,10.113,0.824
19830323,24.84,24.312,0.447,25.367,0.976,120.062,425.399,1.266,98.709,19.446,0.641
19830324,25.601,24.626,1.219,26.575,1.541,121.174,423.099,1.549,98.645,16.553,0.748
19830325,25.758,24.62,1.212,26.896,2.048,170.745,429.945,3.254,98.651,8.529,0.734
19830326,26.836,25.578,1.843,28.094,2.603,205.653,426.083,5.143,98.621,3.429,1.288
19830327,27.917,26.132,1.596,29.559,3.01,232.916,420.611,8.406,98.53,0.683,1.622
19830328,27.45,25.809,1.281,28.959,2.515,184.854,426.647,5.834,98.515,5.675,1.553
19830329,25.781,24.793,0.571,26.689,2.228,124.852,426.498,2.456,98.618,16.423,1.09
19830330,25.792,24.968,1.479,26.549,1.874,119.876,425.391,2.414,98.648,7.784,0.78
19830331,25.793,24.797,0.666,26.709,1.628,153.194,424.103,2.25,98.595,6.205,0.499
19830401,25.66,24.909,1.096,26.35,1.234,138.449,426.924,1.891,98.643,12.675,0.73
19830402,26.103,25.311,1.163,26.831,1.847,130.415,431.234,2.763,98.717,10.328,1.019
19830403,26.229,25.115,0.565,27.254,1.926,145.86,424.073,2.911,98.631,6.544,0.776
19830404,26.044,25.097,0.995,26.916,2.067,139.366,429.029,3.495,98.535,13.918,0.586
19830405,26.913,25.626,1.489,28.098,2.422,179.941,426.025,4.748,98.476,7.467,0.719
19830406,26.341,25.113,1.257,27.471,2.226,179.324,425.834,3.982,98.539,8.944,1.144
19830407,25.825,24.918,0.751,26.66,1.212,112.217,423.444,2.136,98.544,13.201,0.906
19830408,25.52,24.709,0.579,26.267,1.316,110.19,425.993,1.87,98.643,16.23,1.173
19830409,25.701,24.742,0.916,26.582,1.807,140.255,424.186,3.374,98.758,6.435,0.736
19830410,26.305,25.033,0.867,27.475,1.702,138.304,425.322,3.8,98.76,4.886,1.151
19830411,26.259,24.831,1.088,27.572,2.223,190.372,420.629,4.15,98.64,5.27,1.073
19830412,26.335,25.384,1.436,27.209,2.181,147.999,422.382,3.616,98.461,8.499,0.989
19830413,26.897,25.235,1.274,28.425,2.37,158.526,422.651,5.038,98.393,8.211,1.252
19830414,25.378,24.988,0.888,25.737,1.148,122.494,425.59,1.422,98.536,13.946,0.769
19830415,26.301,25.015,0.804,27.485,1.886,141.069,424.71,3.23,98.638,7.291,0.589
19830416,25.702,24.609,0.603,26.708,1.709,145.258,427.693,2.237,98.708,21.582,0.735
19830417,25.132,24.472,1.056,25.739,1.608,137.518,424.496,2.115,98.734,10.104,0.774
19830418,25.638,24.639,1.133,26.557,2.103,189.765,424.66,3.582,98.641,0.668,0.627
19830419,26.898,25.507,1.358,28.177,2.361,188.004,422.771,4.924,98.586,4.549,0.77
19830420,26.141,25.02,0.698,27.173,1.882,158.695,423.975,2.7,98.697,13.261,0.622
19830421,26.057,24.931,0.996,27.093,1.794,152.599,429.254,3.189,98.789,11.07,1.073
19830422,25.271,24.604,0.676,25.884,1.12,120.667,426.033,1.638,98.836,29.8,0.959
19830423,25.836,24.823,1.082,26.768,1.913,110.616,422.633,2.273,98.784,13.383,0.716
19830424,26.443,25.131,1.032,27.651,2.094,150.112,425.509,3.65,98.72,6.443,1.135
19830425,26.094,24.749,0.698,27.33,2.116,139.282,425.939,3.169,98.672,8.354,0.731
19830426,26.274,24.912,0.939,27.527,2.385,142.473,427.792,4.07,98.703,7.755,0.769
19830427,24.681,24.219,0.36,25.106,1.0,116.402,424.181,1.035,98.674,13.613,0.839
19830428,26.272,24.981,1.537,27.46,2.537,174.616,426.956,4.215,98.537,6.278,0.704
19830429,26.8,25.013,1.11,28.445,3.01,195.975,426.672,4.656,98.506,13.659,1.201
19830430,25.225,24.543,0.582,25.853,1.301,113.511,428.62,2.509,98.742,14.408,1.268
19830501,24.966,24.166,0.834,25.703,2.084,99.295,423.102,1.908,98.838,11.189,0.809
19830502,25.843,24.344,0.934,27.222,2.522,158.831,420.573,3.905,98.824,4.064,0.583
19830503,26.398,25.282,1.898,27.425,2.784,167.942,424.291,4.578,98.72,3.849,1.037
19830504,27.168,25.594,1.345,28.616,2.24,180.847,421.308,5.283,98.632,7.753,0.856
19830505,26.917,25.271,0.909,28.432,2.475,160.893,420.73,4.941,98.719,9.435,0.861
19830506,25.289,24.367,0.625,26.137,1.259,134.824,421.796,2.781,98.881,24.57,1.082
19830507,26.064,24.877,1.543,27.156,2.421,133.214,424.003,3.815,98.824,8.076,0.677
19830508,27.046,25.588,1.364,28.388,2.341,196.594,419.374,5.027,98.565,1.354,0.725
19830509,27.067,25.223,0.782,28.764,2.672,183.682,421.022,5.031,98.512,1.295,1.028
19830510,26.149,25.237,0.843,26.989,1.494,154.239,422.907,2.593,98.653,9.906,0.863
19830511,26.345,25.048,0.953,27.539,2.308,154.637,427.515,3.826,98.602,2.917,0.77
19830512,26.1,24.899,0.755,27.204,1.627,148.432,417.846,3.795,98.559,5.981,0.969
19830513,26.608,25.443,1.081,27.681,2.147,127.842,427.063,3.077,98.621,8.362,0.75
19830514,26.058,25.036,0.698,26.998,1.951,143.242,426.143,3.395,98.758,4.681,1.148
19830515,25.559,24.456,0.958,26.573,2.106,131.579,422.472,2.673,98.741,5.159,0.764
19830516,26.635,25.223,1.703,27.934,2.858,197.044,420.129,4.675,98.571,0.687,1.023
19830517,26.884,25.463,0.8,28.191,2.255,154.529,423.818,5.0,98.532,5.74,1.575
19830518,25.859,24.532,0.65,27.079,1.9,121.829,428.247,3.459,98.684,8.163,1.051
19830519,25.832,24.661,1.212,26.909,2.2,149.546,425.544,3.535,98.752,6.43,0.884
19830520,26.755,25.55,1.576,27.863,2.35,166.369,422.763,4.483,98.691,7.823,0.561
19830521,25.773,24.62,1.255,26.835,2.684,151.849,421.973,3.409,98.643,5.047,1.149
19830522,27.103,25.541,1.596,28.541,2.608,171.532,417.597,5.2,98.549,2.522,0.927
19830523,26.851,25.603,1.111,27.999,2.065,135.084,418.244,4.253,98.55,8.448,0.82
19830524,25.021,24.294,0.742,25.69,1.307,108.549,420.847,1.797,98.746,21.035,1.041
19830525,24.763,24.115,0.623,25.359,1.408,114.093,420.452,2.586,98.774,7.542,1.409
19830526,25.201,24.195,0.759,26.127,2.092,167.05,419.483,2.9,98.632,1.893,0.979
19830527,25.251,24.019,0.586,26.384,1.603,152.402,422.731,2.316,98.664,4.618,0.451
19830528,26.63,25.523,2.002,27.648,2.717,157.307,428.257,4.674,98.621,0.023,0.77
19830529,26.59,25.258,0.706,27.814,2.073,148.219,421.683,3.622,98.557,5.98,0.658
19830530,26.359,25.091,0.842,27.526,1.957,124.454,425.398,3.591,98.488,4.98,1.257
19830531,25.683,24.839,1.407,26.46,2.104,121.309,423.593,2.411,98.581,7.871,0.891
19830601,25.655,24.286,1.067,26.914,1.746,112.248,425.476,2.819,98.76,23.282,1.242
19830602,24.59,23.456,0.528,25.633,1.808,118.283,427.965,2.427,98.872,7.164,1.457
19830603,24.127,23.34,0.994,24.851,1.791,120.104,409.199,4.025,98.795,0.336,1.583
19830604,24.52,23.079,0.646,25.845,2.411,160.69,405.815,3.594,98.798,0.558,1.191
19830605,25.082,23.875,1.462,26.192,2.309,141.212,419.32,3.653,98.838,1.998,0.549
19830606,25.407,24.18,1.661,26.536,2.483,157.049,414.386,3.522,98.822,0.477,0.702
19830607,26.161,24.628,1.671,27.571,2.983,172.55,422.18,4.707,98.741,0.788,0.705
19830608,26.028,24.564,0.938,27.375,2.452,179.111,416.594,3.919,98.686,1.868,1.197
19830609,26.191,24.844,1.137,27.43,2.44,168.262,422.226,4.081,98.697,1.322,0.859
19830610,26.275,24.608,0.785,27.81,2.701,160.066,417.722,4.089,98.81,8.348,0.95
19830611,25.968,24.396,1.336,27.414,2.433,147.491,411.986,3.942,98.863,7.959,0.824
19830612,26.302,24.408,1.389,28.045,2.923,165.256,417.41,4.955,98.852,6.827,0.552
19830613,25.337,23.883,0.664,26.79,2.188,147.296,419.286,3.131,98.876,12.279,1.0
19830614,24.763,23.727,0.424,25.799,1.73,107.558,421.945,2.115,98.974,9.555,1.112
19830615,23.137,22.636,0.52,23.638,0.998,92.454,419.863,2.144,99.098,5.966,1.917
19830616,22.783,21.951,0.666,23.615,1.35,136.88,416.128,4.87,99.226,0.066,2.084
19830617,22.736,21.915,0.42,23.557,1.619,141.656,411.932,3.824,99.293,0.09,1.383
19830618,22.887,21.93,1.202,23.843,2.076,151.111,402.92,3.659,99.153,0.178,0.975
19830619,24.033,22.766,1.04,25.3,2.207,176.75,406.172,3.269,99.014,1.245,0.67
19830620,24.227,22.836,1.124,25.617,2.047,153.152,416.698,3.009,98.885,1.389,0.685
19830621,25.487,23.795,1.914,27.18,3.107,169.089,414.703,4.535,98.908,4.081,0.645
19830622,24.648,23.757,0.884,25.539,2.188,137.979,414.676,2.223,98.98,7.132,1.07
19830623,24.235,23.55,0.903,24.921,1.326,140.947,413.974,1.658,99.015,7.416,0.555
19830624,25.024,23.661,1.314,26.387,2.662,135.117,418.216,3.016,99.004,6.486,0.569
19830625,25.506,23.887,1.698,27.125,3.028,156.47,414.424,4.208,98.968,1.556,0.608
19830626,25.721,24.036,1.259,27.405,2.537,149.054,416.177,3.781,99.045,6.278,0.741
19830627,25.694,24.494,1.029,26.895,2.071,138.172,417.332,3.167,99.009,2.432,1.022
19830628,25.718,24.302,0.959,27.134,2.602,161.425,416.27,3.45,98.828,3.62,0.767
19830629,25.638,24.164,1.217,27.113,2.29,152.752,416.782,3.494,98.799,4.171,0.985
19830630,25.591,23.803,1.624,27.379,2.115,144.326,416.278,3.845,98.838,7.854,0.823
19830701,25.45,24.127,1.891,26.773,2.545,159.307,415.179,3.854,98.869,1.083,0.888
19830702,25.824,24.493,1.781,27.154,2.375,165.862,411.891,4.384,98.831,1.144,1.243
19830703,26.252,24.638,1.348,27.865,2.403,192.649,404.423,4.356,98.827,0.959,0.976
19830704,26.302,24.717,1.355,27.888,2.828,186.593,412.572,4.25,98.786,1.319,0.991
19830705,25.719,23.983,0.537,27.455,2.569,159.347,408.982,4.063,98.699,2.526,1.002
19830706,26.958,24.856,1.557,29.061,2.23,190.959,410.785,5.186,98.636,0.249,1.183
19830707,26.316,24.548,0.779,28.084,2.148,176.54,411.121,4.185,98.671,6.262,1.169
19830708,26.337,24.773,1.332,27.901,2.616,185.374,414.562,4.449,98.662,1.622,0.99
19830709,26.082,24.315,0.972,27.85,2.1,177.42,410.123,4.154,98.649,0.914,1.225
19830710,26.947,25.203,2.244,28.692,2.762,178.643,411.159,5.114,98.722,0.833,1.128
19830711,26.483,24.877,1.225,28.088,3.05,175.43,418.067,4.447,98.755,0.758,0.791
19830712,26.801,24.999,1.278,28.603,3.214,185.753,410.993,4.71,98.858,0.665,0.836
19830713,25.654,24.267,0.922,27.041,2.536,145.5,413.423,3.758,98.975,3.696,1.042
19830714,25.942,24.273,1.428,27.612,2.856,182.189,411.957,4.085,98.849,1.746,1.115
19830715,26.785,25.007,1.656,28.564,3.134,182.158,410.76,5.505,98.754,3.627,1.112
19830716,25.587,24.3,1.251,26.874,2.266,161.692,413.002,3.409,98.795,4.669,0.995
19830717,24.263,23.416,0.385,25.109,1.32,94.313,420.107,1.351,98.915,16.418,1.217
19830718,22.694,22.437,0.323,22.952,0.951,95.055,415.546,1.69,99.04,1.68,1.633
19830719,23.182,22.202,0.569,24.163,1.497,145.811,406.12,2.87,99.098,3.83,1.495
19830720,23.628,22.705,0.925,24.551,1.327,152.482,405.65,2.395,99.152,5.945,1.16
19830721,24.232,23.201,1.495,25.263,2.004,126.281,409.396,2.247,98.999,7.318,0.621
19830722,24.586,23.054,1.464,26.118,2.778,164.699,410.08,3.293,98.896,1.529,0.748
19830723,25.681,24.257,1.792,27.104,2.691,159.439,416.324,4.082,98.993,2.156,0.898
19830724,26.05,24.798,1.762,27.303,2.398,138.165,415.429,4.298,99.151,7.244,1.032
19830725,25.352,23.853,1.13,26.85,2.497,171.274,415.208,3.688,99.177,2.655,0.614
19830726,25.96,24.38,1.738,27.54,3.103,159.761,415.427,4.603,99.043,0.795,0.745
19830727,25.737,24.12,1.124,27.354,2.632,174.894,411.404,3.88,98.936,1.618,0.95
19830728,25.561,24.128,1.121,26.995,1.872,136.516,413.316,3.465,98.884,6.929,1.099
19830729,25.902,24.665,1.45,27.14,2.396,154.35,412.746,3.866,98.869,3.44,0.782
19830730,25.202,24.014,0.774,26.389,1.988,161.267,413.582,3.232,98.916,5.733,0.814
19830731,25.091,23.796,1.413,26.385,2.221,116.989,417.362,2.531,98.988,11.692,1.126
19830801,24.523,23.871,1.697,25.174,2.317,104.685,411.892,2.418,99.181,9.565,0.879
19830802,23.822,23.011,0.667,24.634,0.896,122.745,410.522,1.785,99.261,9.125,1.335
19830803,23.097,22.219,1.508,23.975,2.26,160.962,405.696,3.407,99.227,1.067,1.724
19830804,23.627,22.614,2.065,24.639,2.793,164.679,403.756,4.01,99.175,0.123,1.654
19830805,25.332,23.859,1.795,26.805,3.014,171.032,400.512,5.537,99.221,0.128,1.413
19830806,25.459,23.783,2.129,27.135,3.035,188.772,404.293,3.815,99.19,2.499,1.042
19830807,25.336,24.106,1.235,26.565,2.137,137.113,419.431,2.463,99.108,11.839,1.199
19830808,25.761,24.103,1.965,27.419,3.037,181.11,408.821,4.687,99.062,0.858,0.785
19830809,25.519,23.92,1.121,27.118,2.846,184.512,411.091,3.849,99.097,3.098,0.786
19830810,25.622,24.009,1.388,27.234,2.67,182.508,408.672,4.57,99.106,2.96,0.87
19830811,26.353,24.846,2.067,27.86,2.823,190.692,410.605,5.166,98.991,4.418,1.038
19830812,26.055,24.644,1.386,27.466,2.424,198.233,410.172,3.978,98.93,2.644,1.183
19830813,26.697,25.036,1.485,28.357,3.017,180.196,412.983,5.156,98.914,4.845,0.896
19830814,26.651,24.895,1.429,28.408,3.136,160.406,417.076,5.123,98.969,11.008,1.138
19830815,25.279,23.903,1.183,26.655,2.116,156.813,408.055,3.339,99.029,8.834,0.762
19830816,25.027,23.831,1.023,26.224,2.748,173.034,416.97,2.877,99.093,5.689,0.942
19830817,24.605,23.922,0.88,25.289,1.473,151.385,414.65,2.414,99.031,4.472,0.803
19830818,24.803,23.686,0.992,25.919,1.971,147.305,416.087,2.532,98.994,12.321,0.897
19830819,24.1,23.183,0.44,25.018,1.021,140.564,414.912,1.302,99.061,11.343,1.058
19830820,24.583,23.392,1.474,25.774,2.462,134.873,413.057,2.706,99.111,5.328,1.075
19830821,24.423,22.988,1.082,25.858,2.374,152.1,418.722,2.778,99.028,8.724,0.784
19830822,25.063,23.803,1.351,26.324,2.203,157.48,414.25,2.582,98.923,11.462,0.535
19830823,25.29,24.213,1.661,26.367,2.205,167.863,419.592,3.467,98.842,1.699,0.65
19830824,25.518,24.53,1.11,26.427,2.125,167.72,418.008,3.398,98.876,2.233,0.857
19830825,25.425,24.412,1.135,26.357,2.555,170.28,418.145,2.655,98.934,5.572,0.679
19830826,25.176,24.089,0.917,26.176,2.258,164.984,414.225,2.97,98.926,3.664,0.918
19830827,25.773,24.352,1.116,27.079,2.654,198.776,415.844,4.511,98.86,1.778,0.777
19830828,25.263,24.36,0.962,26.094,1.971,142.36,413.585,2.808,98.859,10.316,0.954
19830829,24.619,23.813,0.395,25.361,1.587,125.149,420.519,1.548,98.899,17.381,0.996
19830830,25.094,23.884,1.424,26.208,2.833,138.587,417.376,2.817,98.868,1.542,0.876
19830831,26.005,24.517,1.774,27.374,3.488,198.317,418.313,4.53,98.787,5.364,0.9
19830901,26.827,25.474,2.367,28.071,3.229,203.663,416.019,5.563,98.768,2.14,0.976
19830902,24.891,24.099,0.659,25.62,1.134,165.478,412.809,2.252,98.85,17.964,1.287
19830903,23.737,23.153,0.896,24.274,1.33,119.663,419.994,1.629,98.955,11.115,0.537
19830904,24.887,23.703,1.835,25.977,2.572,156.589,417.591,2.705,98.883,1.71,0.593
19830905,26.075,24.543,1.388,27.485,3.164,197.129,411.8,4.691,98.759,2.315,0.886
19830906,26.034,24.276,0.962,27.652,2.473,175.912,412.824,3.999,98.688,5.039,1.128
19830907,26.159,24.704,1.739,27.497,2.439,162.468,415.556,4.722,98.767,1.211,1.34
19830908,26.264,24.577,1.684,27.816,3.221,194.661,411.474,4.635,98.846,4.464,1.174
19830909,24.114,23.481,0.611,24.697,1.06,94.119,419.098,1.4,98.941,17.519,1.58
19830910,23.509,22.913,0.518,24.057,1.141,98.845,420.93,1.595,99.12,10.686,1.305
19830911,24.301,23.001,1.103,25.497,2.326,141.929,415.085,3.001,99.088,8.399,0.966
19830912,23.828,23.185,1.099,24.419,1.699,113.197,411.496,1.218,99.093,11.545,0.957
19830913,24.042,22.683,1.101,25.293,2.462,155.152,410.463,2.498,99.026,10.418,0.765
19830914,25.099,23.656,1.559,26.427,2.911,194.029,414.413,3.666,98.913,4.257,0.679
19830915,25.477,23.996,1.353,26.839,3.022,196.779,416.736,3.944,98.836,1.206,0.948
19830916,25.697,24.154,1.342,27.117,2.853,206.884,416.674,3.723,98.773,4.279,1.027
19830917,25.187,23.812,0.482,26.451,2.243,188.537,416.312,3.212,98.765,7.502,1.062
19830918,25.65,24.194,1.102,26.989,2.56,169.073,419.568,3.334,98.769,2.011,1.091
